"i","value"
2603,1.3136381189371075e-32
2604,1.3285769590973487e-32
2605,1.3447664242027906e-32
2606,1.3621468993312719e-32
2607,1.3806478360767168e-32
2608,1.4003458984464554e-32
2609,1.4215023497276769e-32
2610,1.4445156696195287e-32
2611,1.4698222135755421e-32
2612,1.4977981978434994e-32
2613,1.5288179418936859e-32
2614,1.5631932238183205e-32
2615,1.6010389935554011e-32
2616,1.6419852736049422e-32
2617,1.6857164234644058e-32
2618,1.7320745800642268e-32
2619,1.7811098805780854e-32
2620,1.8326850903086688e-32
2621,1.8866634966049919e-32
2622,1.9429788106697886e-32
2623,2.0014711170386334e-32
2624,2.0618350327391974e-32
2625,2.123475394912829e-32
2626,2.1858333655943359e-32
2627,2.2482424800722475e-32
2628,2.3095840039420915e-32
2629,2.3691588117544175e-32
2630,2.4268039187450527e-32
2631,2.4822946350665978e-32
2632,2.5353975752444921e-32
2633,2.5860745335392472e-32
2634,2.6342561855975671e-32
2635,2.6795081125927249e-32
2636,2.7211898994938724e-32
2637,2.7590841611200832e-32
2638,2.7939089696633076e-32
2639,2.8274310854124354e-32
2640,2.862200947732405e-32
2641,2.9007168764807827e-32
2642,2.9437374226874059e-32
2643,2.9906202967912848e-32
2644,3.0406948992425081e-32
2645,3.0942734867299304e-32
2646,3.1519114758775103e-32
2647,3.2128080667426797e-32
2648,3.2758266735671671e-32
2649,3.3397879688311777e-32
2650,3.4027139986539535e-32
2651,3.4618589559000273e-32
2652,3.5147780068960047e-32
2653,3.5600579978581928e-32
2654,3.5977414671425067e-32
2655,3.6292674297334081e-32
2656,3.656552871681436e-32
2657,3.6803999366734542e-32
2658,3.7000671712756691e-32
2659,3.7157713911764425e-32
2660,3.728771480165412e-32
2661,3.7415771446493834e-32
2662,3.7566462964749779e-32
2663,3.7753393450698869e-32
2664,3.7990985706708082e-32
2665,3.8289610057239899e-32
2666,3.8631444461174853e-32
2667,3.8989470475491453e-32
2668,3.9335798220300233e-32
2669,3.9641721128183061e-32
2670,3.9869940226536622e-32
2671,3.9989792517126962e-32
2672,3.9985347586047183e-32
2673,3.9860536525070815e-32
2674,3.9631306158130113e-32
2675,3.9307036111091597e-32
2676,3.889673238965675e-32
2677,3.8419620687268446e-32
2678,3.7900652840632681e-32
2679,3.7366396556303236e-32
2680,3.6835594895538692e-32
2681,3.631895487409624e-32
2682,3.5835733698330714e-32
2683,3.5414575775250045e-32
2684,3.5069601376982498e-32
2685,3.4803633549130986e-32
2686,3.4615033029827166e-32
2687,3.4531979036306836e-32
2688,3.4582392856828025e-32
2689,3.4832700813738316e-32
2690,3.5456241347754808e-32
2691,3.6673299723995343e-32
2692,3.8743162846765286e-32
2693,4.1836295063195395e-32
2694,4.6043743282966041e-32
2695,5.1497157209734612e-32
2696,5.8421671050490699e-32
2697,6.6770224614049164e-32
2698,7.6357565809306497e-32
2699,8.6930102803224325e-32
2700,9.8073267460940768e-32
2701,1.0949830388944679e-31
2702,1.2081289933488151e-31
2703,1.3143927894421668e-31
2704,1.4123394126404684e-31
2705,1.5040787800805295e-31
2706,1.5966332351703216e-31
2707,1.6986289629991955e-31
2708,1.8298788189657707e-31
2709,2.0178179285584914e-31
2710,2.2747405940822464e-31
2711,2.6270383098325367e-31
2712,3.1151503359017348e-31
2713,3.7472601895375746e-31
2714,4.4974490044634113e-31
2715,5.3284194386438616e-31
2716,6.123034480141388e-31
2717,6.7195225591145082e-31
2718,6.9942459365467513e-31
2719,6.8874067500593659e-31
2720,6.4278118536415377e-31
2721,5.7436693614651803e-31
2722,4.9963016706129443e-31
2723,4.3536646305430967e-31
2724,3.9361514711818732e-31
2725,3.7548939934174845e-31
2726,3.7685860648473022e-31
2727,3.9089968466119365e-31
2728,4.107472282141814e-31
2729,4.3013080396844069e-31
2730,4.471616480803376e-31
2731,4.6170426877618341e-31
2732,4.7487267105791189e-31
2733,4.8781922362135282e-31
2734,5.0100860423667918e-31
2735,5.1203464295981348e-31
2736,5.1536173256858946e-31
2737,5.0824926366164324e-31
2738,4.9744084591874968e-31
2739,4.9071943136006716e-31
2740,4.9346079160856368e-31
2741,5.1016895272057966e-31
2742,5.4284053780973883e-31
2743,5.8397087831470477e-31
2744,6.2374285222453871e-31
2745,6.5562569351088076e-31
2746,6.764206837187294e-31
2747,6.8146340407558279e-31
2748,6.7213291304821261e-31
2749,6.5361336734024698e-31
2750,6.3261352649769435e-31
2751,6.1173547139468009e-31
2752,5.93363171264482e-31
2753,5.8075973597398392e-31
2754,5.742583534900698e-31
2755,5.7181097459379971e-31
2756,5.7515704232942522e-31
2757,5.8591825759276151e-31
2758,6.0429431662520028e-31
2759,6.3287887811234986e-31
2760,6.6920812749960006e-31
2761,7.098783637025559e-31
2762,7.4933407303973929e-31
2763,7.7550236767269874e-31
2764,7.8704156757722408e-31
2765,7.9567987598639128e-31
2766,8.1137312263805985e-31
2767,8.498411422980574e-31
2768,9.2024775648355401e-31
2769,1.016307908147658e-30
2770,1.1273938084365903e-30
2771,1.2331621727933267e-30
2772,1.3139164151512905e-30
2773,1.3686397600927236e-30
2774,1.3944853715010953e-30
2775,1.4057417976680651e-30
2776,1.4443316265529845e-30
2777,1.5828330167026197e-30
2778,1.8919678807120941e-30
2779,2.3355788504686193e-30
2780,2.823147142963844e-30
2781,3.2753088714222754e-30
2782,3.5977727751395101e-30
2783,3.6916810937764062e-30
2784,3.5082526138450203e-30
2785,3.1287652380952316e-30
2786,2.7291637186773292e-30
2787,2.4551475645407779e-30
2788,2.2621683477614791e-30
2789,2.0258081357993958e-30
2790,1.6995830274405209e-30
2791,1.3639077455518978e-30
2792,1.1372189899159224e-30
2793,1.0391920089849731e-30
2794,1.0111433308410991e-30
2795,9.9783350260946828e-31
2796,9.8165482852444951e-31
2797,9.6727022796472757e-31
2798,9.6947252737998072e-31
2799,9.9839247969561261e-31
2800,1.0406698250769314e-30
2801,1.0748432843336758e-30
2802,1.0935970733530581e-30
2803,1.1024219411201105e-30
2804,1.1130943142567338e-30
2805,1.1272890427050352e-30
2806,1.1366432335415477e-30
2807,1.131581488812223e-30
2808,1.1035643718570698e-30
2809,1.0580866706609603e-30
2810,1.0016604816249546e-30
2811,9.4664782143547678e-31
2812,9.0096482837703477e-31
2813,8.6537724454483923e-31
2814,8.4012150037457001e-31
2815,8.1933318309383638e-31
2816,7.9208977542816559e-31
2817,7.5595397166497473e-31
2818,7.1789377785831588e-31
2819,6.8823947404468708e-31
2820,6.7950697156741178e-31
2821,6.951562913713951e-31
2822,7.2846063395437287e-31
2823,7.7456065316258023e-31
2824,8.3283793669490837e-31
2825,9.0435203047802704e-31
2826,9.8571200702842378e-31
2827,1.0652299123180153e-30
2828,1.1169720024464337e-30
2829,1.12100983564956e-30
2830,1.073289317693996e-30
2831,9.9383986565070002e-31
2832,9.1652566869340129e-31
2833,8.7380568418989655e-31
2834,8.8210976087322841e-31
2835,9.2186051376510018e-31
2836,9.6705162789518149e-31
2837,9.9895887270592963e-31
2838,1.0038339047280336e-30
2839,9.8385243696517072e-31
2840,9.3493377580179003e-31
2841,8.5849931513091785e-31
2842,7.6526146031721468e-31
2843,6.6708292364517603e-31
2844,5.7557038569933515e-31
2845,4.9562049593385308e-31
2846,4.2622305949450573e-31
2847,3.6786990676357237e-31
2848,3.1957973482814141e-31
2849,2.8220881535801252e-31
2850,2.5738028805663798e-31
2851,2.4421051548667996e-31
2852,2.4056568427606995e-31
2853,2.4476997248203518e-31
2854,2.5449481920665587e-31
2855,2.6748644237420375e-31
2856,2.8350176914421939e-31
2857,3.0307877044458004e-31
2858,3.2540176100776069e-31
2859,3.4733832418722674e-31
2860,3.65199490875232e-31
2861,3.7612392482366437e-31
2862,3.7862185136668116e-31
2863,3.7289424854214587e-31
2864,3.6039411658281983e-31
2865,3.4496914882398195e-31
2866,3.3138214969899024e-31
2867,3.2208851488914612e-31
2868,3.1642344373466917e-31
2869,3.1209918083494053e-31
2870,3.060306707545281e-31
2871,2.9571281512836757e-31
2872,2.8020185735635585e-31
2873,2.6138975475266061e-31
2874,2.4239841431384739e-31
2875,2.2533365446730635e-31
2876,2.1179098587638927e-31
2877,2.0227760032267375e-31
2878,1.9563907222049039e-31
2879,1.9002825469463193e-31
2880,1.841482953222206e-31
2881,1.777058764896257e-31
2882,1.7142862103301839e-31
2883,1.6630592367251051e-31
2884,1.63883253903688e-31
2885,1.6544538111478847e-31
2886,1.7163879386813925e-31
2887,1.826445784218001e-31
2888,1.9775005975892915e-31
2889,2.1577275823162618e-31
2890,2.3539131188628044e-31
2891,2.5532231429187297e-31
2892,2.7404262508515246e-31
2893,2.8998096399220128e-31
2894,3.0223495588303927e-31
2895,3.1092472589862405e-31
2896,3.1563559879109363e-31
2897,3.1578679283358337e-31
2898,3.1086621961374784e-31
2899,3.0081808017376326e-31
2900,2.8540484712086694e-31
2901,2.6516301388663429e-31
2902,2.4139100205107094e-31
2903,2.1621261224043624e-31
2904,1.9247801650126021e-31
2905,1.7344830752705798e-31
2906,1.6228167981182624e-31
2907,1.6001424185480395e-31
2908,1.6583240491310568e-31
2909,1.7758354363634584e-31
2910,1.922124563278717e-31
2911,2.0691315940206057e-31
2912,2.191770768139468e-31
2913,2.274370473397148e-31
2914,2.3132216658037278e-31
2915,2.3101452695888653e-31
2916,2.2739770775343783e-31
2917,2.2172159127868098e-31
2918,2.1454360966973879e-31
2919,2.0648350753343156e-31
2920,1.9762935928105693e-31
2921,1.8761122335082155e-31
2922,1.7620542012985132e-31
2923,1.6339894171095546e-31
2924,1.4962424141100269e-31
2925,1.3549675374045029e-31
2926,1.2182890408036087e-31
2927,1.0970958164746269e-31
2928,1.0011595963381729e-31
2929,9.348913022923965e-32
2930,8.9640329243846884e-32
2931,8.8136211641525724e-32
2932,8.8262427258823156e-32
2933,8.9455439030252793e-32
2934,9.1256233109577988e-32
2935,9.3350368606202982e-32
2936,9.553012410242819e-32
2937,9.7765881513058126e-32
2938,1.0004595532192594e-31
2939,1.0262704149933549e-31
2940,1.0556607154603836e-31
2941,1.0856582072902936e-31
2942,1.1123978754879177e-31
2943,1.1333203082819914e-31
2944,1.1499622616510261e-31
2945,1.1643691809846124e-31
2946,1.1748330541056403e-31
2947,1.1785116742113575e-31
2948,1.1784877534695395e-31
2949,1.1813678403042108e-31
2950,1.1949221258833897e-31
2951,1.2307115681489333e-31
2952,1.3018339107049623e-31
2953,1.4165322042592494e-31
2954,1.5707805431926673e-31
2955,1.7459186784593152e-31
2956,1.912811056893804e-31
2957,2.0402038529547083e-31
2958,2.1040886667796498e-31
2959,2.0902917772907522e-31
2960,1.9986212097687118e-31
2961,1.8470597542859875e-31
2962,1.6728934044867972e-31
2963,1.5139649350726811e-31
2964,1.3943350982121454e-31
2965,1.326851216607194e-31
2966,1.3066625193688947e-31
2967,1.3182058548179545e-31
2968,1.3417320617844913e-31
2969,1.3528446497198301e-31
2970,1.3367310154306044e-31
2971,1.2925918065013846e-31
2972,1.2296994780255786e-31
2973,1.1643146656295453e-31
2974,1.1065055534711303e-31
2975,1.0633130057475381e-31
2976,1.0411494257847276e-31
2977,1.0449255076088696e-31
2978,1.0794046343129212e-31
2979,1.1490414883932884e-31
2980,1.2597188906692767e-31
2981,1.4191855632887076e-31
2982,1.6176974730089469e-31
2983,1.833342015377034e-31
2984,2.0558186635870416e-31
2985,2.2975352183519977e-31
2986,2.5659505648343956e-31
2987,2.8671683895904641e-31
2988,3.2076751541235537e-31
2989,3.5823393307789189e-31
2990,3.9574305324394135e-31
2991,4.2976191812290759e-31
2992,4.5760231839640172e-31
2993,4.7934090923872899e-31
2994,4.9527005658680211e-31
2995,5.0570353912907691e-31
2996,5.1201488395153552e-31
2997,5.1498268509923697e-31
2998,5.1367460379135795e-31
2999,5.0553751241290704e-31
3000,4.887270031168641e-31
3001,4.6591316617417369e-31
3002,4.4183388987135221e-31
3003,4.2194305398110227e-31
3004,4.1248023238144217e-31
3005,4.184027787888406e-31
3006,4.4166031472779124e-31
3007,4.7784636671727055e-31
3008,5.2353005347590538e-31
3009,5.7324604304588668e-31
3010,6.1860467824937007e-31
3011,6.552409681034594e-31
3012,6.8150133909999258e-31
3013,6.9698232187829819e-31
3014,7.0523133156467558e-31
3015,7.1046776280098778e-31
3016,7.1321356899088829e-31
3017,7.1127255907314027e-31
3018,7.0202371211613057e-31
3019,6.8111293375256556e-31
3020,6.4726881761885461e-31
3021,6.0583765555494925e-31
3022,5.6526818531598173e-31
3023,5.3029294288245604e-31
3024,5.0439202236192561e-31
3025,4.879576144119658e-31
3026,4.7432263320668029e-31
3027,4.5969128020923577e-31
3028,4.4592580749362653e-31
3029,4.33892099937373e-31
3030,4.2254276167694848e-31
3031,4.1355017072810078e-31
3032,4.0779933772906017e-31
3033,4.022717282386711e-31
3034,3.9136070178925856e-31
3035,3.6939521555298413e-31
3036,3.3431075453853906e-31
3037,2.903933554644812e-31
3038,2.434378554374185e-31
3039,1.9875970229192749e-31
3040,1.6139985005550025e-31
3041,1.3389704935511337e-31
3042,1.1616269435481678e-31
3043,1.0664072991746522e-31
3044,1.0296464412483676e-31
3045,1.0240543867277317e-31
3046,1.0338739764900491e-31
3047,1.0538680705648125e-31
3048,1.0777822435924558e-31
3049,1.1007522698044532e-31
3050,1.1212457940864029e-31
3051,1.1373239908869484e-31
3052,1.1480233882521922e-31
3053,1.1527774917110358e-31
3054,1.1496833435946566e-31
3055,1.1381499764674074e-31
3056,1.1205306281591672e-31
3057,1.1009312025602269e-31
3058,1.0830559029085354e-31
3059,1.0688966604901908e-31
3060,1.0609956276044093e-31
3061,1.0618450064623679e-31
3062,1.0708794800244689e-31
3063,1.0851004552093384e-31
3064,1.0994151002609592e-31
3065,1.1082410268405172e-31
3066,1.10623650534651e-31
3067,1.0890936837543353e-31
3068,1.056171497069647e-31
3069,1.0100642916543508e-31
3070,9.5498386022532529e-32
3071,8.946704088019484e-32
3072,8.3159228414990055e-32
3073,7.6751183519031448e-32
3074,7.0406538722478318e-32
3075,6.4333832899533199e-32
3076,5.87102607401397e-32
3077,5.3533944959825293e-32
3078,4.8772762715811203e-32
3079,4.443144265389417e-32
3080,4.0583763901829637e-32
3081,3.7326230771588108e-32
3082,3.4722178805977705e-32
3083,3.2731303006369871e-32
3084,3.1231251253005955e-32
3085,3.0115627067739323e-32
3086,2.9305382939225587e-32
3087,2.8717896566153161e-32
3088,2.8286808285391913e-32
3089,2.7959309691699001e-32
3090,2.7684019093541554e-32
3091,2.7412674861730582e-32
3092,2.7098330599914282e-32
3093,2.6710448768980324e-32
3094,2.6233314792779317e-32
3095,2.5677322493495325e-32
3096,2.5062415104342503e-32
3097,2.4407901411024063e-32
3098,2.3735848204766502e-32
3099,2.3067416281276779e-32
3100,2.2420324919989282e-32
3101,2.1806635765023065e-32
3102,2.124357336856223e-32
3103,2.0767392235185768e-32
3104,2.0398838530007945e-32
3105,2.0119075690316055e-32
3106,1.9878776193263695e-32
3107,1.9650489058202468e-32
3108,1.9428416568093749e-32
3109,1.9219616410449687e-32
3110,1.903776288442857e-32
3111,1.8892103025944905e-32
3112,1.8768654200766675e-32
3113,1.8644028037669085e-32
3114,1.8494459576550901e-32
3115,1.8299427261076718e-32
3116,1.8041440971392386e-32
3117,1.7720054562220721e-32
3118,1.7354737290547762e-32
3119,1.6975175808605661e-32
3120,1.6614103483726931e-32
3121,1.6305744750297487e-32
3122,1.6072086751774415e-32
3123,1.5924680105720312e-32
3124,1.5870543619051885e-32
3125,1.5916022523645538e-32
3126,1.6063212278491684e-32
3127,1.6318929062885714e-32
3128,1.6691999286372445e-32
3129,1.7182760075445788e-32
3130,1.7782933125673884e-32
3131,1.848316485139222e-32
3132,1.9272682570830208e-32
3133,2.0134158749314717e-32
3134,2.1051493741735242e-32
3135,2.201089371333211e-32
3136,2.3001175302906896e-32
3137,2.4015309277232012e-32
3138,2.5049250351908127e-32
3139,2.6079776557652705e-32
3140,2.7060048549029318e-32
3141,2.7952515742411485e-32
3142,2.8765391677051282e-32
3143,2.9556323211006252e-32
3144,3.0411457615461367e-32
3145,3.1412877017126502e-32
3146,3.2638625837302558e-32
3147,3.4151658474588892e-32
3148,3.602109766470016e-32
3149,3.8325558117333487e-32
3150,4.1116006069030576e-32
3151,4.4409593622048789e-32
3152,4.8171416133886423e-32
3153,5.2303953012811634e-32
3154,5.6684503168831713e-32
3155,6.1134130253830613e-32
3156,6.5461420876225277e-32
3157,6.9490712182736108e-32
3158,7.3130107861335812e-32
3159,7.6457145371832368e-32
3160,7.9853427894508494e-32
3161,8.3874499340229775e-32
3162,8.9273769422532275e-32
3163,9.6846562538308605e-32
3164,1.073503806768276e-31
3165,1.2159736638916992e-31
3166,1.4035485560319274e-31
3167,1.6364396267097908e-31
3168,1.9001099882905401e-31
3169,2.1770239270630572e-31
3170,2.4476453034251929e-31
3171,2.6901831258636661e-31
3172,2.8807401451689543e-31
3173,3.0015513475486423e-31
3174,3.0483199991651407e-31
3175,3.0213130209634286e-31
3176,2.9252587508335162e-31
3177,2.7726512247501642e-31
3178,2.5871550538566617e-31
3179,2.3972457005830322e-31
3180,2.2228573974464925e-31
3181,2.0764083913632514e-31
3182,1.9710748235475608e-31
3183,1.9164427549895566e-31
3184,1.9127604130676548e-31
3185,1.9457253604704675e-31
3186,2.0045076195953006e-31
3187,2.0789835607753144e-31
3188,2.1890376704105451e-31
3189,2.3737023491459499e-31
3190,2.6676671246368858e-31
3191,3.1271754313293743e-31
3192,3.8172567662007388e-31
3193,4.7187235809235384e-31
3194,5.7569045227643431e-31
3195,6.8241746945249712e-31
3196,7.7476562910318043e-31
3197,8.3303157525532602e-31
3198,8.4516308074479883e-31
3199,8.1173693989592087e-31
3200,7.4501629117925087e-31
3201,6.6038457883257571e-31
3202,5.7191904595801098e-31
3203,4.9230102512293332e-31
3204,4.2846315553669946e-31
3205,3.7991511509973354e-31
3206,3.4458648263181594e-31
3207,3.1907072838758459e-31
3208,2.9659362694343955e-31
3209,2.7424030053838702e-31
3210,2.535058390487451e-31
3211,2.3765141327601181e-31
3212,2.2901543948475972e-31
3213,2.2899941501361216e-31
3214,2.3745792639667011e-31
3215,2.5140641491492334e-31
3216,2.6750773295337589e-31
3217,2.8389256055729266e-31
3218,2.9713440432327143e-31
3219,3.0684558469854664e-31
3220,3.1679068152925645e-31
3221,3.3172321323175003e-31
3222,3.5692236936216149e-31
3223,3.9924603805846604e-31
3224,4.679990140218651e-31
3225,5.6339653557228385e-31
3226,6.7448174068123345e-31
3227,7.9142325722418662e-31
3228,9.0209926178597938e-31
3229,1.0081452529572237e-30
3230,1.1222473229734968e-30
3231,1.2340037919151269e-30
3232,1.316809394779038e-30
3233,1.3600638668330176e-30
3234,1.3846657492841691e-30
3235,1.4085611690507176e-30
3236,1.4534981872183347e-30
3237,1.517426445149712e-30
3238,1.5712278770420917e-30
3239,1.6063219446520083e-30
3240,1.6136685925213342e-30
3241,1.6035434044320621e-30
3242,1.617149240297449e-30
3243,1.7325423617216283e-30
3244,2.0067518364735122e-30
3245,2.3920665622651488e-30
3246,2.7616835722005786e-30
3247,2.9880117020680038e-30
3248,3.0324641188599508e-30
3249,2.8800426096343177e-30
3250,2.6095138222250332e-30
3251,2.3279687665064828e-30
3252,2.165860623761141e-30
3253,2.1040003968364982e-30
3254,2.0375557455478967e-30
3255,1.9303716258169472e-30
3256,1.8360446157461558e-30
3257,1.7597142386756239e-30
3258,1.6342141806405754e-30
3259,1.4064750032529542e-30
3260,1.142717101518322e-30
3261,9.2266813412936969e-31
3262,8.1867624333192978e-31
3263,8.1885271865798738e-31
3264,8.6320996688437955e-31
3265,9.0820327321455982e-31
3266,9.2675937442556471e-31
3267,9.2442927174975107e-31
3268,9.4036650564545805e-31
3269,1.0756624119668261e-30
3270,1.548204221891401e-30
3271,2.4523986573058399e-30
3272,3.3874272525513632e-30
3273,3.6281066937550831e-30
3274,3.3429828745459665e-30
3275,3.2039681514806233e-30
3276,3.2993756276147674e-30
3277,3.6090849694765671e-30
