"i","value"
3390,2.084832871317834e-30
3391,1.986479358704802e-30
3392,1.8179703069476772e-30
3393,1.6186929806295992e-30
3394,1.4036886537899717e-30
3395,1.1953484032160864e-30
3396,1.0104442713755391e-30
3397,8.7289093067431933e-31
3398,7.8846719120541354e-31
3399,7.422937376652507e-31
3400,7.1036629332303162e-31
3401,6.7731587276975917e-31
3402,6.2769401405071791e-31
3403,5.6513261264128912e-31
3404,4.9989447762125287e-31
3405,4.392433540480294e-31
3406,3.8906286314069341e-31
3407,3.5276011222919157e-31
3408,3.2982465030906534e-31
3409,3.1630868159821485e-31
3410,3.0706989033608289e-31
3411,2.9784523558703824e-31
3412,2.8558025094605565e-31
3413,2.6876402969441739e-31
3414,2.4737647698982945e-31
3415,2.2222197136092734e-31
3416,1.9518360049247477e-31
3417,1.6937273049470214e-31
3418,1.4795670478392296e-31
3419,1.3304117391292521e-31
3420,1.2473561050612226e-31
3421,1.2239906769954873e-31
3422,1.2512422166825838e-31
3423,1.3138056867742819e-31
3424,1.3921678700018105e-31
3425,1.466579532912796e-31
3426,1.5223095399565922e-31
3427,1.5512881312438545e-31
3428,1.5518579945188846e-31
3429,1.527061391590449e-31
3430,1.4842336354786018e-31
3431,1.4301655808246642e-31
3432,1.3698697889808426e-31
3433,1.3076027690724621e-31
3434,1.2479401659806441e-31
3435,1.1934700773759152e-31
3436,1.1444896292730561e-31
3437,1.0972368056505897e-31
3438,1.0481890343612778e-31
3439,9.954314220030558e-32
3440,9.3875909995443589e-32
3441,8.7848121764245775e-32
3442,8.1610911657438177e-32
3443,7.5382464017669341e-32
3444,6.9489924670706479e-32
3445,6.431238893230336e-32
3446,6.0129229271394448e-32
3447,5.7153989797475454e-32
3448,5.5518373489133508e-32
3449,5.5303801868821857e-32
3450,5.6490331250740154e-32
3451,5.8861865242242745e-32
3452,6.2031400476712293e-32
3453,6.5536117149451193e-32
3454,6.9017494390908677e-32
3455,7.2322643531839319e-32
3456,7.547669389950899e-32
3457,7.8661663505409092e-32
3458,8.2238022464631236e-32
3459,8.674617539442174e-32
3460,9.2816035586810115e-32
3461,1.0098626314414503e-31
3462,1.114618916739481e-31
3463,1.2417825757866045e-31
3464,1.3852614267669361e-31
3465,1.5340609971411037e-31
3466,1.673515337887982e-31
3467,1.7890734518960911e-31
3468,1.8697272678892661e-31
3469,1.9091208832528754e-31
3470,1.9063958145490988e-31
3471,1.8647362646709633e-31
3472,1.7920620848830998e-31
3473,1.7015774957815542e-31
3474,1.6077194051258371e-31
3475,1.5206705650825004e-31
3476,1.4454911600421971e-31
3477,1.3849681934257079e-31
3478,1.3375477947312615e-31
3479,1.2984962617824912e-31
3480,1.2633201287609821e-31
3481,1.2282496514715292e-31
3482,1.1892890621325136e-31
3483,1.1444382199815107e-31
3484,1.0937146344625638e-31
3485,1.039546662665193e-31
3486,9.8536153107108515e-32
3487,9.3420063579404626e-32
3488,8.8849524246228835e-32
3489,8.485928384875186e-32
3490,8.1449139365479606e-32
3491,7.8578415172430697e-32
3492,7.6154147052957852e-32
3493,7.4047029623783411e-32
3494,7.2018026644524382e-32
3495,6.9854372018114829e-32
3496,6.7455852907733991e-32
3497,6.4831352654950648e-32
3498,6.1994193563917381e-32
3499,5.9009817640077675e-32
3500,5.5992211655226711e-32
3501,5.3055010675952439e-32
3502,5.0337407884927245e-32
3503,4.7976030225208567e-32
3504,4.6055960067747879e-32
3505,4.4604112884044219e-32
3506,4.359594594866946e-32
3507,4.2990777020194773e-32
3508,4.2742214830196045e-32
3509,4.2754979334863481e-32
3510,4.2900547254015949e-32
3511,4.3070466360871357e-32
3512,4.3170750452518408e-32
3513,4.3150737969557987e-32
3514,4.2998285826118544e-32
3515,4.2714810426145969e-32
3516,4.2323342435385303e-32
3517,4.1859759324634256e-32
3518,4.1350129646783131e-32
3519,4.0823308869776994e-32
3520,4.0316360058323076e-32
3521,3.9862875189995914e-32
3522,3.947921029484089e-32
3523,3.9166953292524185e-32
3524,3.8914502630814937e-32
3525,3.8708316913047892e-32
3526,3.8523374790180655e-32
3527,3.8323716104429758e-32
3528,3.807794776577771e-32
3529,3.7770723355128376e-32
3530,3.7391537388914987e-32
3531,3.6922014943393351e-32
3532,3.6368551293364736e-32
3533,3.5741083685971887e-32
3534,3.5057712261970649e-32
3535,3.4348834480258624e-32
3536,3.3648291168929006e-32
3537,3.2979009833007516e-32
3538,3.2356445472833915e-32
3539,3.1793651940595422e-32
3540,3.1301447792174276e-32
3541,3.088227771378199e-32
3542,3.0527546125368256e-32
3543,3.0220652461259119e-32
3544,2.9943083750962566e-32
3545,2.9684251348093713e-32
3546,2.9434251055445008e-32
3547,2.9180257024709317e-32
3548,2.890417489062501e-32
3549,2.8590282371179768e-32
3550,2.823606179741376e-32
3551,2.7850617761933532e-32
3552,2.7444455929010722e-32
3553,2.7023539230502508e-32
3554,2.6593009623267327e-32
3555,2.6158785735916554e-32
3556,2.5726899746971435e-32
3557,2.5301291008365709e-32
3558,2.488679866768414e-32
3559,2.4493505850581303e-32
3560,2.4131813661029757e-32
3561,2.3804554489271691e-32
3562,2.3512453596078823e-32
3563,2.3258466136808246e-32
3564,2.3039668077504309e-32
3565,2.2845015850458134e-32
3566,2.2665687448796571e-32
3567,2.2496179296353391e-32
3568,2.2336350835186898e-32
3569,2.219103391287371e-32
3570,2.2065896542220835e-32
3571,2.1968445192870561e-32
3572,2.1907210998344796e-32
3573,2.1889484809713768e-32
3574,2.1910105799748105e-32
3575,2.1958865102126954e-32
3576,2.2025386898124222e-32
3577,2.2099428984700778e-32
3578,2.2174381244811965e-32
3579,2.2246248004768799e-32
3580,2.2314067143602967e-32
3581,2.238045582602776e-32
3582,2.2450459456784837e-32
3583,2.2526099305421121e-32
3584,2.2609456615081821e-32
3585,2.2705379096254516e-32
3586,2.2814282305539444e-32
3587,2.2935822629681311e-32
3588,2.3071671314202611e-32
3589,2.3224260849111473e-32
3590,2.3394330675256055e-32
3591,2.3575777934470289e-32
3592,2.3759373892588026e-32
3593,2.3936271652753345e-32
3594,2.4097393184776976e-32
3595,2.4236875950859344e-32
3596,2.4353853018153941e-32
3597,2.4449354930993371e-32
3598,2.4522798279323697e-32
3599,2.4573759018280503e-32
3600,2.4600434309052204e-32
3601,2.4600509075236028e-32
3602,2.4573681275702282e-32
3603,2.452336972198052e-32
3604,2.4453370120789863e-32
3605,2.4375010965992232e-32
3606,2.4302113592617366e-32
3607,2.424614296672061e-32
3608,2.4221591895934311e-32
3609,2.4242737746652894e-32
3610,2.4314392511498378e-32
3611,2.4437375754617937e-32
3612,2.4607848394179483e-32
3613,2.4818822302259836e-32
3614,2.5063682340760776e-32
3615,2.5336243793154705e-32
3616,2.5631684509436553e-32
3617,2.5941339510054578e-32
3618,2.6257828837073665e-32
3619,2.6572670051248734e-32
3620,2.6872567146558436e-32
3621,2.7145545265653953e-32
3622,2.7383451656956199e-32
3623,2.7577617295197114e-32
3624,2.7718304020119808e-32
3625,2.7799899339757007e-32
3626,2.7820943940459808e-32
3627,2.7780697501644456e-32
3628,2.7681687600365613e-32
3629,2.752945352308726e-32
3630,2.733403268627404e-32
3631,2.7097623721468977e-32
3632,2.6818878441557727e-32
3633,2.6499101881848099e-32
3634,2.6141218973515834e-32
3635,2.5749274898969733e-32
3636,2.5328670746608854e-32
3637,2.4885088055045459e-32
3638,2.4423944412336204e-32
3639,2.3951333997460363e-32
3640,2.3474038667720017e-32
3641,2.2995014105485759e-32
3642,2.2519534365617721e-32
3643,2.2048503530920655e-32
3644,2.1578932432061297e-32
3645,2.1111431416759645e-32
3646,2.0646748724515567e-32
3647,2.0185214659878226e-32
3648,1.9728980808592169e-32
3649,1.9280661823818547e-32
3650,1.8846623955803138e-32
3651,1.8434163636552375e-32
3652,1.8050011748177833e-32
3653,1.7700253494268902e-32
3654,1.7387616061583227e-32
3655,1.7109575962509031e-32
3656,1.6863462845584184e-32
3657,1.6650257667983547e-32
3658,1.6472842858286227e-32
3659,1.6333669238618366e-32
3660,1.6232740370701137e-32
3661,1.6167893624334365e-32
3662,1.6135542253133812e-32
3663,1.6131306357132599e-32
3664,1.6150027115130949e-32
3665,1.6184333750486043e-32
3666,1.6222445570170827e-32
3667,1.6252414012390291e-32
3668,1.6265199833918578e-32
3669,1.6254352608846061e-32
3670,1.6216129024189317e-32
3671,1.6148361000866251e-32
3672,1.6051082401838805e-32
3673,1.5926745287385778e-32
3674,1.5777776622234614e-32
3675,1.5605971644539605e-32
3676,1.5413707258319623e-32
3677,1.5204467106623162e-32
3678,1.4982724941399469e-32
3679,1.4753260293579004e-32
3680,1.4520219776345376e-32
3681,1.4288730001238249e-32
3682,1.406417289954253e-32
3683,1.385205270964542e-32
3684,1.3657738595966621e-32
3685,1.3485222084980617e-32
3686,1.3336469564704562e-32
3687,1.3212002627687674e-32
3688,1.3110203249635125e-32
3689,1.3028429572769689e-32
3690,1.2961997673698563e-32
3691,1.2907129029827593e-32
3692,1.2861141630885997e-32
3693,1.2821962570867387e-32
3694,1.2787495852880578e-32
3695,1.2756016087439396e-32
3696,1.2726628015743592e-32
3697,1.2699560268965358e-32
3698,1.2674711513001852e-32
3699,1.2650826101255273e-32
3700,1.2627022487318835e-32
3701,1.260285630801838e-32
3702,1.2579494040593954e-32
3703,1.256045586435409e-32
3704,1.254921746760138e-32
3705,1.2550232262015315e-32
3706,1.2567607472929139e-32
3707,1.2605110810860764e-32
3708,1.2664363527940676e-32
3709,1.2744746337890329e-32
3710,1.2846437802272576e-32
3711,1.297074456924096e-32
3712,1.3118034450596393e-32
3713,1.3289128708345e-32
3714,1.348725272670542e-32
3715,1.37173036658167e-32
3716,1.3983948510789675e-32
3717,1.4290538130192235e-32
3718,1.4638628228065496e-32
3719,1.5024954328277202e-32
3720,1.5442942468098456e-32
3721,1.5887406801199374e-32
3722,1.6353348890874501e-32
3723,1.6835758353819748e-32
3724,1.7331058739695415e-32
3725,1.7835671035074154e-32
3726,1.8344209345625815e-32
3727,1.8849405857853753e-32
3728,1.9344237714163923e-32
3729,1.9818799845025357e-32
3730,2.0261681363349213e-32
3731,2.0663439499978175e-32
3732,2.1017133308568196e-32
3733,2.1318275455531596e-32
3734,2.156760998986127e-32
3735,2.1768734444180186e-32
3736,2.1926105713908843e-32
3737,2.2044568010433776e-32
3738,2.2127537306938875e-32
3739,2.217671272376525e-32
3740,2.2193428124525284e-32
3741,2.2181072467650551e-32
3742,2.2146084995980282e-32
3743,2.2096832100042328e-32
3744,2.2042501277207653e-32
3745,2.1992120504993755e-32
3746,2.1955154939766242e-32
3747,2.1940873352294527e-32
3748,2.1951062667969994e-32
3749,2.1985590774849791e-32
3750,2.2045265462974559e-32
3751,2.2126025987018871e-32
3752,2.2218210140094444e-32
3753,2.2312344187901515e-32
3754,2.2399464312469868e-32
3755,2.2473302035346523e-32
3756,2.253138012700464e-32
3757,2.2573229955306041e-32
3758,2.2598193455898967e-32
3759,2.2604051981640353e-32
3760,2.2588190471945932e-32
3761,2.2547306844171913e-32
3762,2.2479090467972269e-32
3763,2.2383891383904028e-32
3764,2.2265132443669937e-32
3765,2.2127495384926105e-32
3766,2.197153889554272e-32
3767,2.1798154281173975e-32
3768,2.1608848206647271e-32
3769,2.140386368938132e-32
3770,2.1184330589430405e-32
3771,2.0954659706525235e-32
3772,2.0719295067704788e-32
3773,2.0480113935329819e-32
3774,2.0239685969039355e-32
3775,2.0002773275722821e-32
3776,1.9776400013025912e-32
3777,1.9569458157045831e-32
3778,1.9391137139194069e-32
3779,1.9248326417039477e-32
3780,1.9143184468197752e-32
3781,1.9071075095089754e-32
3782,1.9025055184131126e-32
3783,1.8997838994148788e-32
3784,1.8983558921011913e-32
3785,1.89780792989655e-32
3786,1.8978847693636711e-32
3787,1.8982064787340022e-32
3788,1.8980268126086243e-32
3789,1.8966311370111783e-32
3790,1.8934722882850651e-32
3791,1.8880860648210621e-32
3792,1.8801325299670489e-32
3793,1.8695208788194098e-32
3794,1.8559832228453035e-32
3795,1.8392179411929246e-32
3796,1.8189264564562646e-32
3797,1.7949983411247049e-32
3798,1.7675921126770185e-32
3799,1.7370659421106048e-32
3800,1.704045025702551e-32
3801,1.6692492627498172e-32
3802,1.6334249474574081e-32
3803,1.5971729422701481e-32
3804,1.560911920542104e-32
3805,1.525379029784804e-32
3806,1.4913254879114107e-32
3807,1.4593168560601451e-32
3808,1.4299365734343572e-32
3809,1.403529899832411e-32
3810,1.3800293335378962e-32
3811,1.3592290736776207e-32
3812,1.3409085059182627e-32
3813,1.3249724586062352e-32
3814,1.3114115327570484e-32
3815,1.300339305944733e-32
3816,1.2918943609153357e-32
3817,1.2859466157838473e-32
3818,1.2821858073976002e-32
3819,1.2802580838265621e-32
3820,1.2797484521422055e-32
3821,1.280177709139044e-32
3822,1.2810485839663766e-32
3823,1.2819942956968757e-32
3824,1.2828630138144709e-32
3825,1.2838102512721585e-32
3826,1.2850058162965261e-32
3827,1.2865407201485205e-32
3828,1.2884356204678816e-32
3829,1.2904649231120486e-32
3830,1.2920700205389202e-32
3831,1.292816796008294e-32
3832,1.2924438836340649e-32
3833,1.2909055327007021e-32
3834,1.288452148974478e-32
3835,1.2856439825818641e-32
3836,1.283339503986591e-32
3837,1.282150071604812e-32
3838,1.2827123751784822e-32
3839,1.2855950302492655e-32
3840,1.291112782524965e-32
3841,1.2993793170567863e-32
3842,1.3103213424839666e-32
3843,1.3237976301191435e-32
3844,1.339714583472299e-32
3845,1.3579228550929549e-32
3846,1.3782806655068455e-32
3847,1.4006420405678953e-32
3848,1.4248447723552189e-32
3849,1.4506823695309699e-32
3850,1.4779542576271784e-32
3851,1.5060901297250255e-32
3852,1.5341902158625466e-32
3853,1.561376306863907e-32
3854,1.5869898752271181e-32
3855,1.6106370048968017e-32
3856,1.6321966549284746e-32
3857,1.651712203115001e-32
3858,1.669193673289261e-32
3859,1.6847196481938863e-32
3860,1.698355291138697e-32
3861,1.7098984251636869e-32
3862,1.7191511025162005e-32
3863,1.7260076366137135e-32
3864,1.7303767869117892e-32
3865,1.7321761877393531e-32
3866,1.7313158338873905e-32
3867,1.7277394329925177e-32
3868,1.7216799842636533e-32
3869,1.71372443399771e-32
3870,1.7046624527496667e-32
3871,1.6952369225756623e-32
3872,1.6860726401616597e-32
3873,1.6777837831050331e-32
3874,1.6709990748349151e-32
3875,1.6663855926324777e-32
3876,1.6645667105521982e-32
3877,1.6661634888710634e-32
3878,1.671703625265821e-32
3879,1.6813590233790632e-32
3880,1.6947240989226508e-32
3881,1.7112385176092995e-32
3882,1.7303280827933481e-32
3883,1.7513287326260005e-32
3884,1.7733988601172494e-32
3885,1.7959787903221323e-32
3886,1.8189098585508843e-32
3887,1.8420512057819947e-32
3888,1.8652739133573652e-32
3889,1.888246510980101e-32
3890,1.910792026453077e-32
3891,1.9329350827994414e-32
3892,1.9551961759812044e-32
3893,1.9786071971667551e-32
3894,2.0046805454908935e-32
3895,2.0347803731962337e-32
3896,2.0700593111878944e-32
3897,2.1118305340754907e-32
3898,2.161013561867816e-32
3899,2.2181462201009595e-32
3900,2.2832457355005643e-32
3901,2.3543526818804094e-32
3902,2.4284379092729725e-32
3903,2.5024126963682778e-32
3904,2.5729508486775268e-32
3905,2.6354211611793151e-32
3906,2.6851701113127874e-32
3907,2.7189825322622901e-32
3908,2.735282467538561e-32
3909,2.7333547027821228e-32
3910,2.7141346005230707e-32
3911,2.6812057026955305e-32
3912,2.6390606570215989e-32
3913,2.5927382599680365e-32
3914,2.5487306930624341e-32
3915,2.5167861391044609e-32
3916,2.5080570818350736e-32
3917,2.5331055664164098e-32
3918,2.6016689148289534e-32
3919,2.7241420824132339e-32
3920,2.9122723530521608e-32
3921,3.1739930053561696e-32
3922,3.5209215102114768e-32
3923,3.9687998764778507e-32
3924,4.5301012553018355e-32
3925,5.2144484159554165e-32
3926,6.0271073965669646e-32
3927,6.9622618627781016e-32
3928,8.0029009270995251e-32
3929,9.1396180817609548e-32
3930,1.0345848081963107e-31
3931,1.157403493417452e-31
3932,1.2762947034677174e-31
3933,1.3851208704142315e-31
3934,1.4794155716913642e-31
3935,1.5566178852387421e-31
3936,1.6165107616530609e-31
3937,1.6588690651095746e-31
3938,1.6834552752724656e-31
3939,1.6915274999704894e-31
3940,1.6848296532765691e-31
3941,1.6647604440678235e-31
3942,1.6311781939820542e-31
3943,1.5832667324905022e-31
3944,1.5209958586152944e-31
3945,1.445477438231519e-31
3946,1.3588521491923349e-31
3947,1.2642771446542639e-31
3948,1.1662773781167765e-31
3949,1.0717694329096825e-31
3950,9.865293219154481e-32
3951,9.1305312164915251e-32
3952,8.5287800321014944e-32
3953,8.0643446248041675e-32
3954,7.7335928494936239e-32
3955,7.5202808765268531e-32
3956,7.3988126239191086e-32
3957,7.3425697149460284e-32
3958,7.3308297152346636e-32
3959,7.3545531465320036e-32
3960,7.4076515555663423e-32
3961,7.4912269877269076e-32
3962,7.6050300293901575e-32
3963,7.7442190263696741e-32
3964,7.9041414510073193e-32
3965,8.0785754412056945e-32
3966,8.2656141058981348e-32
3967,8.4683973422970562e-32
3968,8.68912112386169e-32
3969,8.9242710524862876e-32
3970,9.1564764910247703e-32
3971,9.3766477379354056e-32
3972,9.5922160590003672e-32
3973,9.8242756520925378e-32
3974,1.0104545360789542e-31
3975,1.0452406340717478e-31
3976,1.085440703124268e-31
3977,1.1284338893378849e-31
3978,1.1708399267457969e-31
3979,1.2100185727351686e-31
3980,1.2447579614372919e-31
3981,1.2747386998568925e-31
3982,1.3010821556255462e-31
3983,1.3290591057272216e-31
3984,1.3670108341662212e-31
3985,1.4234867788818787e-31
3986,1.5037480770804465e-31
3987,1.60835472513873e-31
3988,1.7376707576288759e-31
3989,1.8932669180027669e-31
3990,2.0682392239649155e-31
3991,2.2493381939359667e-31
3992,2.4253079122421222e-31
3993,2.5909723494210277e-31
3994,2.7327695886223549e-31
3995,2.8536905562405896e-31
3996,2.9817586919296314e-31
3997,3.1317044217499261e-31
3998,3.2817505396906828e-31
3999,3.457262953400275e-31
4000,3.8022049656655739e-31
4001,4.5414299054750435e-31
4002,5.8714444714599577e-31
4003,7.9028371303928769e-31
4004,1.0483604053005439e-30
4005,1.3297077439823136e-30
4006,1.5920889615447131e-30
4007,1.7986842550933104e-30
4008,1.9253255772953125e-30
4009,1.9787792996808235e-30
4010,2.0194814069875337e-30
4011,2.126066014108389e-30
4012,2.299116282724355e-30
4013,2.4753560748506272e-30
4014,2.5756339689219594e-30
4015,2.585753808557962e-30
4016,2.5184107494056071e-30
4017,2.3432368151050748e-30
4018,2.1830853892501087e-30
4019,2.1825233204848679e-30
4020,2.3311610232970489e-30
4021,2.4561407319125892e-30
4022,2.3839764197048604e-30
4023,2.1512190334726368e-30
4024,1.8819996247476764e-30
4025,1.6238365212297601e-30
4026,1.3843721888393704e-30
4027,1.1953038206063441e-30
4028,1.0724844439017147e-30
4029,1.009015522593998e-30
4030,9.7630066533687756e-31
4031,9.3631700996866965e-31
4032,8.7665657872550417e-31
4033,8.0323457552988295e-31
4034,7.3448574879171807e-31
4035,6.8626475042064203e-31
4036,6.5857631675061857e-31
4037,6.5218236509616846e-31
4038,6.5394942401316303e-31
4039,6.4648760765663814e-31
4040,6.2242469222365303e-31
4041,5.7830988581632774e-31
4042,5.1651538244556511e-31
4043,4.4986713159890249e-31
4044,3.8786763016271452e-31
4045,3.3569073451382261e-31
4046,2.9489188787138977e-31
4047,2.6146717264532099e-31
4048,2.3089239614674626e-31
4049,2.0087764386635469e-31
4050,1.7130058826346573e-31
4051,1.436448664396275e-31
4052,1.2051966166146309e-31
4053,1.0316665552809962e-31
4054,9.1112151551254778e-32
4055,8.3619569638543938e-32
4056,8.0230229830518633e-32
4057,8.0102791180917346e-32
4058,8.1948782124647507e-32
4059,8.4407751690006246e-32
4060,8.6671542125725357e-32
4061,8.8527375848286397e-32
4062,8.9900638645028572e-32
4063,9.0658797829824933e-32
4064,9.0626296554809663e-32
4065,8.9726965287839089e-32
4066,8.793775223133179e-32
4067,8.5368102890580027e-32
4068,8.2259003359147197e-32
4069,7.8928686781434049e-32
4070,7.5593778498942125e-32
4071,7.2382217490787307e-32
4072,6.941769459743802e-32
4073,6.6820707048883609e-32
4074,6.4648294307544023e-32
4075,6.2884554001183333e-32
4076,6.1498562667607425e-32
4077,6.0418147563542723e-32
4078,5.9515833936324737e-32
4079,5.8705781674380927e-32
4080,5.797114641898609e-32
4081,5.7281839379451665e-32
4082,5.6573665421225252e-32
4083,5.5789139221695968e-32
4084,5.4910091459152446e-32
4085,5.3949775356562537e-32
4086,5.2923135586423626e-32
4087,5.1825387818949928e-32
4088,5.0649085866683989e-32
4089,4.9406763584539907e-32
4090,4.813943950467753e-32
4091,4.6908394273675288e-32
4092,4.5777025664660633e-32
4093,4.4755956396730005e-32
4094,4.3828735720534854e-32
4095,4.2983656455163307e-32
4096,4.2209658954644264e-32
4097,4.1485391659308639e-32
4098,4.0804632171472249e-32
4099,4.0163150255064731e-32
4100,3.955061996276083e-32
4101,3.8945657933103422e-32
4102,3.8316668112074594e-32
4103,3.7638447629983243e-32
4104,3.6904655283136035e-32
4105,3.6120214293589751e-32
4106,3.5290136271248604e-32
4107,3.4417194314148481e-32
4108,3.3513519273967471e-32
4109,3.2605007816309961e-32
4110,3.1715615072950689e-32
4111,3.0865138425125836e-32
4112,3.0075832443265022e-32
4113,2.9370528822781599e-32
4114,2.8765577031639829e-32
4115,2.8259738389512355e-32
4116,2.7846347140679311e-32
4117,2.7512792280515244e-32
4118,2.7243935006442647e-32
4119,2.7022827251234667e-32
4120,2.6831472654255133e-32
4121,2.6651145771137099e-32
4122,2.6466924380350193e-32
4123,2.6262852870216909e-32
4124,2.6022506226163175e-32
4125,2.5736017099399037e-32
4126,2.54014324724165e-32
4127,2.5019094611845532e-32
4128,2.4588939063106577e-32
4129,2.4109275310586112e-32
4130,2.3575741111555336e-32
4131,2.2988179688701377e-32
4132,2.2354182470012762e-32
4133,2.1682827973260333e-32
4134,2.0980577014178782e-32
4135,2.0257025994987192e-32
4136,1.9525213876996188e-32
4137,1.8799988530973323e-32
4138,1.8090701048003842e-32
4139,1.7404879969561117e-32
4140,1.6749985591116776e-32
4141,1.6133198481818632e-32
4142,1.5560810059483774e-32
4143,1.5038783350705096e-32
4144,1.4573566627904757e-32
4145,1.4168922321926088e-32
4146,1.3827121406949451e-32
4147,1.354859880207565e-32
4148,1.3329253517861823e-32
4149,1.3164020539286366e-32
4150,1.3045272572069513e-32
4151,1.2966176588340836e-32
4152,1.2923146007997265e-32
4153,1.2914441709165465e-32
4154,1.2939794524671674e-32
4155,1.2997502558197964e-32
4156,1.308297195665059e-32
4157,1.3192563006447475e-32
4158,1.3323464371642125e-32
4159,1.3473324641703761e-32
4160,1.3639693370423564e-32
4161,1.3817644237263472e-32
4162,1.4000539223536747e-32
4163,1.4181894706400372e-32
4164,1.435652762047948e-32
4165,1.452086405912708e-32
4166,1.4673433221184935e-32
4167,1.4814898912962303e-32
4168,1.4945524138630267e-32
4169,1.5064077781278096e-32
4170,1.5169762722467112e-32
4171,1.5262572435657377e-32
4172,1.5344875826443106e-32
4173,1.542000584169066e-32
4174,1.5491597393721018e-32
4175,1.5562079753876894e-32
4176,1.5632823340305769e-32
4177,1.5702805386177543e-32
4178,1.5770967412134398e-32
4179,1.5837075086309798e-32
4180,1.590100344792356e-32
4181,1.5962907639073072e-32
4182,1.602195219912977e-32
4183,1.6075474102608496e-32
4184,1.6121041738113392e-32
4185,1.6156832419274755e-32
4186,1.6181422009916181e-32
4187,1.6191976204973564e-32
4188,1.6184996629124918e-32
4189,1.6156597589261168e-32
4190,1.610249840583768e-32
4191,1.6019945732765233e-32
4192,1.5907866371055537e-32
4193,1.5765114227131829e-32
4194,1.5591625376553675e-32
4195,1.5388724043031565e-32
4196,1.515748618872944e-32
4197,1.4899801330094781e-32
4198,1.4618622394581867e-32
4199,1.4315366927482057e-32
4200,1.3991830512323669e-32
4201,1.3651163352679394e-32
4202,1.3296913910850682e-32
4203,1.2933057291458575e-32
4204,1.256380903151958e-32
4205,1.2194522876747352e-32
4206,1.1831576094458322e-32
4207,1.1481434073653545e-32
4208,1.1149389606109072e-32
4209,1.0837937239671797e-32
4210,1.0548421501305539e-32
4211,1.028173348208019e-32
4212,1.003803894331888e-32
4213,9.8166768294686864e-33
4214,9.6180685252586912e-33
4215,9.4431601254576048e-33
4216,9.2917336112539874e-33
4217,9.163194265594805e-33
4218,9.055938595171905e-33
4219,8.9678002718389954e-33
4220,8.8988110310450097e-33
4221,8.8503255210200599e-33
4222,8.8240218956783156e-33
4223,8.8212739921344533e-33
4224,8.8436161239434901e-33
4225,8.8932063231805686e-33
4226,8.971994130472599e-33
4227,9.0812291406166525e-33
4228,9.2250250333627812e-33
4229,9.4080713286491733e-33
4230,9.6350970813777079e-33
4231,9.9105734995102125e-33
4232,1.0238179003428022e-32
4233,1.0621738079172814e-32
4234,1.1063676939670966e-32
4235,1.1563912085060515e-32
4236,1.211923722525006e-32
4237,1.2725818986395665e-32
4238,1.3381499329799921e-32
4239,1.4082693327188266e-32
4240,1.4823907676242482e-32
4241,1.5596880350625821e-32
4242,1.6390119124315752e-32
4243,1.7193648562340044e-32
4244,1.8000112498760201e-32
4245,1.8808433494028842e-32
4246,1.9626826960441297e-32
4247,2.0467597669561989e-32
4248,2.1345728473781244e-32
4249,2.2278284637010844e-32
4250,2.3286737011569682e-32
4251,2.4385894915727542e-32
4252,2.5586909424386683e-32
4253,2.6899652804604864e-32
4254,2.8328388840839779e-32
4255,2.9863854897113591e-32
4256,3.1489730587437034e-32
4257,3.3179610334316982e-32
4258,3.4893174816717649e-32
4259,3.6573470161038707e-32
4260,3.8143507244095762e-32
4261,3.9530012821486943e-32
4262,4.0672318079610014e-32
4263,4.1525318252124538e-32
4264,4.2058162827725144e-32
4265,4.2250676950283938e-32
4266,4.2099559491226667e-32
4267,4.1616560881003378e-32
4268,4.082604159954289e-32
4269,3.9769018756985209e-32
4270,3.8494453254621706e-32
4271,3.7057509870108815e-32
4272,3.5514593407213689e-32
4273,3.3923911772811606e-32
4274,3.233247935475188e-32
4275,3.0781043152097554e-32
4276,2.9308619986922886e-32
4277,2.7948591142226965e-32
4278,2.6721274782631856e-32
4279,2.5632711410088886e-32
4280,2.4663338501109369e-32
4281,2.3782927086962435e-32
4282,2.2961780679343124e-32
4283,2.2171911895010188e-32
4284,2.1395578352910906e-32
4285,2.0624863957171623e-32
4286,1.985702129243233e-32
4287,1.909546088414899e-32
4288,1.8348075769976222e-32
4289,1.7625971591099884e-32
4290,1.6932866315240114e-32
4291,1.6268847818914498e-32
4292,1.5642976372253592e-32
4293,1.5072470492762293e-32
4294,1.4573365152516393e-32
4295,1.4150857668767707e-32
4296,1.3803891166065016e-32
4297,1.3529535446814543e-32
4298,1.3324364718483526e-32
4299,1.3185402683331555e-32
4300,1.310939039401792e-32
4301,1.3092279724946622e-32
4302,1.3129449495724994e-32
4303,1.3212970801567173e-32
4304,1.333622208047446e-32
4305,1.3496508938053434e-32
4306,1.3690653802889521e-32
4307,1.3912724971315813e-32
4308,1.415869232785838e-32
4309,1.4427235104243914e-32
4310,1.4717842255794925e-32
4311,1.5030927992434594e-32
4312,1.536589177160018e-32
4313,1.5720047988372489e-32
4314,1.6086939820322966e-32
4315,1.6458855302531179e-32
4316,1.6828973747137075e-32
4317,1.7192076183412253e-32
4318,1.7546031127904993e-32
4319,1.7889155564863928e-32
4320,1.8220730739806346e-32
4321,1.8541711865589198e-32
4322,1.8856785454064169e-32
4323,1.9171615733862941e-32
4324,1.9491109476365971e-32
4325,1.9816798671818834e-32
4326,2.0149621335441211e-32
4327,2.049230887948298e-32
4328,2.0846167422220319e-32
4329,2.1210932470611748e-32
